preference_weight,routes,median_pairwise_disagreement,mean_pairwise_disagreement,median_travel_time_increase_fraction,mean_travel_time_increase_fraction,median_edge_recall,median_zone_reentries,median_runtime_ms,median_official_score,mean_official_score,pareto_dominated,inside_5pct_guardrail
0.0,916,0.5059391641040633,0.5003492320010174,0.024912385357648,0.0362472848068711,0.5459770114942529,0.0,2.6112999985343777,0.0672068899126591,0.0738478487477191,False,True
0.25,916,0.4385019452796023,0.452050506429524,0.0265397438927108,0.0379970662711395,0.5459946407164515,0.0,2.5158500066027045,0.0668848731914797,0.0723420487694532,False,True
0.5,916,0.4023004674230422,0.4225947059704592,0.0325846000662948,0.0415375330236034,0.5467146282973621,0.0,2.522150003642309,0.0657188606646062,0.0708005279858015,False,True
1.0,916,0.3778171903355961,0.3959746317055119,0.0371366050652693,0.0465423438109598,0.5470891791646508,0.0,2.543400005379226,0.0628844415975677,0.0689684967269367,False,True
2.0,916,0.3578614647420383,0.3756922414939852,0.0453512904059041,0.0540584820141706,0.5465477394193269,0.0,2.5305999952252023,0.0612899256950886,0.0678804366493453,False,True
4.0,916,0.343781857878405,0.3633960472889587,0.0561219541693094,0.0649068856548043,0.5454545454545454,0.0,2.5125999964075163,0.0631573230254685,0.0685834013609942,True,False
8.0,916,0.3375971009275322,0.3659535050200085,0.0644912753751595,0.077621943380648,0.5470336852689794,0.0,2.5246000004699454,0.0652790081918237,0.0702481764895087,True,False
